Hour Index,Sessions
0,1418159421
1,1113769116
2,919158921
3,822352824
4,735526737
5,798400800
6,895206897
7,1246503249
8,1355285358
9,1836321840
10,2435122440
11,2925140931
12,3321347328
13,3266457273
14,3869249877
15,3772443780
16,3701585709
17,3653681661
18,3480029487
19,3783421791
20,3806375814
21,3212565219
22,3012965019
23,3007975014
24,2532926538
25,2117758122
26,1775443779
27,1396203399
28,1150695153
29,1159677162
30,1416163419
31,1772449776
32,2063866068
33,2357278362
34,2974042980
35,3846295854
36,3630727638
37,3298393305
38,3475039482
39,3413163420
40,3071847078
41,3003983010
42,3028933035
43,2388216393
44,3119751126
45,2833324839
46,2424144429
47,2579832585
48,2257478262
49,1890213894
50,1664665668
51,1275445278
52,1051893054
53,1044907047
54,1150695153
55,1500993504
56,1691611695
57,2081830086
58,2642706648
59,3680627688
60,3523941531
61,3053883060
62,3463063470
63,3274441281
64,3149691156
65,2983024989
66,3002985009
67,3152685159
68,2971048977
69,2636718642
70,2554882560
71,2395202400
72,2108776113
73,1759475763
74,1375245378
75,1006983009
76,929138931
77,855286857
78,1022951025
79,1300395303
80,1502989506
81,1868257872
82,2600790606
83,3160669167
84,3548891556
85,2954082960
86,3234521241
87,3254481261
88,2835320841
89,2915160921
90,2859272865
91,2764462770
92,2481030486
93,2287418292
94,2131730136
95,2000992005
96,1675643679
97,1322351325
98,1122751125
99,940116942
100,770456772
101,848300850
102,970056972
103,1341313344
104,1521951525
105,1985023989
106,2710570716
107,3103783110
108,3160669167
109,2809372815
110,3081827088
111,3011967018
112,2726538732
113,2556878562
114,2644702650
115,2429134434
116,2188616193
117,2143706148
118,2047898052
119,1860273864
120,1640713644
121,1290415293
122,1118759121
123,902192904
124,723550725
125,654688656
126,736524738
127,879238881
128,1045905048
129,1247501250
130,1425145428
131,1595803599
132,1661671665
133,1450095453
134,1531931535
135,1376243379
136,1338319341
137,1357281360
138,1390215393
139,1642709646
140,1622749626
141,1429137432
142,1340315343
143,1492011495
144,1313369316
145,990016992
146,914168916
147,851294853
148,683630685
149,692612694
150,756484758
151,940116942
152,1252491255
153,1351293354
154,1315365318
155,1481033484
156,1585823589
157,1515963519
158,1402191405
159,1380235383
160,1492011495
161,1618757622
162,1631731635
163,1732529736
164,1797399801
165,1712569716
166,1721551725
167,1650693654
168,1427141430
169,1185625188
170,1002991005
171,888220890
172,803390805
173,845306847
174,1154687157
175,1302391305
176,1569855573
177,1968057972
178,2751488757
179,3262465269
180,3543901551
181,3073843080
182,3430129437
183,3324341331
184,3082825089
185,3029931036
186,3197595204
187,3268453275
188,3111767118
189,2743504749
190,2649692655
191,2474044479
192,2188616193
193,1925143929
194,1600793604
195,1293409296
196,1083829086
197,1015965018
198,1233529236
199,1482031485
200,1698597702
201,1997998002
202,2763464769
203,3055879062
204,3246497253
205,2877236883
206,3333323340
207,3027935034
208,2694602700
209,2690610696
210,2870250876
211,3036917043
212,3011967018
213,2749492755
214,2774442780
215,2532926538
216,2132728137
217,1907179911
218,1655683659
219,1239517242
220,1058879061
221,1039917042
222,1198599201
223,1441113444
224,1600793604
225,1923147927
226,2750490756
227,3150689157
228,3373243380
229,2936118942
230,3261467268
231,2840310846
232,2608774614
233,2601788607
234,2598794604
235,2731528737
236,2868254874
237,2730530736
238,2626738632
239,2494004499
240,2201590206
241,1809375813
242,1590813594
243,1172651175
244,1017961020
245,938120940
246,1144707147
247,1386223389
248,1574845578
249,1923147927
250,2652686658
251,3367255374
252,3463063470
253,3002985009
254,3233523240
255,3358273365
256,3002985009
257,2852286858
258,2981028987
259,3121747128
260,2981028987
261,2708574714
262,2609772615
263,2537916543
264,2324344329
265,1971051975
266,1690613694
267,1249497252
268,1093809096
269,1020955023
270,1205585208
271,1471053474
272,1681631685
273,2045902050
274,2601788607
275,2799392805
276,3122745129
277,2688614694
278,2857276863
279,2743504749
280,2653684659
281,2533924539
282,2555880561
283,2543904549
284,2371250376
285,2240512245
286,2087818092
287,1974045978
288,1901191905
289,1582829586
290,1290415293
291,1025945028
292,868260870
293,725546727
294,722552724
295,776444778
296,974048976
297,1229537232
298,1476043479
299,1584825588
300,1716561720
301,1484027487
302,1439117442
303,1440115443
304,1467061470
305,1462071465
306,1515963519
307,1661671665
308,1624745628
309,1577839581
310,1542909546
311,1504985508
312,1323349326
313,1149697152
314,942112944
315,795406797
316,758480760
317,698600700
318,705586707
319,780436782
320,913170915
321,1160675163
322,1363269366
323,1567859571
324,1525943529
325,1476043479
326,1446103449
327,1435125438
328,1466063469
329,1591811595
330,1584825588
331,1719555723
332,1735523739
333,1759475763
334,1679635683
335,1329337332
336,1315365318
337,1215565218
338,1058879061
339,886224888
340,798400800
341,838320840
342,1034927037
343,1297401300
344,1465065468
345,1800393804
346,2610770616
347,3017955024
348,3158673165
349,2932126938
350,3330329337
351,3289411296
352,2943104949
353,2842306848
354,2953084959
355,3107775114
356,3133723140
357,2743504749
358,2501988507
359,2576838582
360,2250492255
361,1921151925
362,1646701650
363,1333329336
364,1059877062
365,1091813094
366,1237521240
367,1526941530
368,1718557722
369,2049894054
370,2702586708
371,3506975514
372,3340309347
373,2952086958
374,3356277363
375,3315359322
376,3015959022
377,3058873065
378,3165659172
379,3212565219
380,3178633185
381,2670650676
382,2706578712
383,2483026488
384,2262468267
385,1993007997
386,1618757622
387,1311373314
388,1057881060
389,1047901050
390,1212571215
391,1566861570
392,1738517742
393,2071850076
394,2553884559
395,3247495254
396,3547893555
397,2995001001
398,3343303350
399,3387215394
400,3035919042
401,2982026988
402,2990010996
403,3075839082
404,3076837083
405,2736518742
406,2619752625
407,2507976513
408,2290412295
409,1958077962
410,1578837582
411,1263469266
412,1086823089
413,983030985
414,1180635183
415,1456083459
416,1646701650
417,2004984009
418,2405182410
419,3130729137
420,3195599202
421,2854282860
422,3179631186
423,3126737133
424,2861268867
425,2828334834
426,2929132935
427,3233523240
428,3227535234
429,2960070966
430,2734522740
431,2598794604
432,2277438282
433,1810373814
434,1590813594
435,1289417292
436,1123749126
437,1071853074
438,1260475263
439,1520953524
440,1786421790
441,2145702150
442,2717556723
443,3206577213
444,3221547228
445,2880230886
446,3110769117
447,3034921041
448,2770450776
449,2686618692
450,2716558722
451,2850290856
452,2710570716
453,2464064469
454,2273446278
455,2240512245
456,1930133934
457,1579835583
458,1320355323
459,994008996
460,849298851
461,766464768
462,749498751
463,923150925
464,1160675163
465,1375245378
466,1557879561
467,1728537732
468,1850293854
469,1585823589
470,1611771615
471,1558877562
472,1497999501
473,1545903549
474,1511971515
475,1544905548
476,1598797602
477,1592809596
478,1538917542
479,1528937532
480,1360275363
481,1073849076
482,902192904
483,736524738
484,711574713
485,609778611
486,665666667
487,784428786
488,905186907
489,1067861070
490,1232531235
491,1492011495
492,1518957522
493,1370255373
494,1368259371
495,1575843579
496,1551891555
497,1574845578
498,1618757622
499,1740513744
500,1724545728
501,1744505748
502,1763467767
503,1687619691
504,1506981510
505,1257481260
506,1029937032
507,935126937
508,845306847
509,894208896
510,1106783109
511,1355285358
512,1588817592
513,1964065968
514,2520950526
515,3144701151
516,3306377313
517,2966058972
518,3373243380
519,3260469267
520,2894202900
521,2858274864
522,2895200901
523,2939112945
524,3024941031
525,2758474764
526,2617756623
527,2577836583
528,2161670166
529,1861271865
530,1539915543
531,1223549226
532,1017961020
533,985026987
534,1212571215
535,1403189406
536,1652689656
537,1910173914
538,2701588707
539,3212565219
540,3284421291
541,2946098952
542,3372245379
543,3212565219
544,3055879062
545,2902186908
546,3066857073
547,3189611196
548,3085819092
549,2855280861
550,2662666668
551,2546898552
552,2142708147
553,1928137932
554,1652689656
555,1239517242
556,1072851075
557,1088819091
558,1229537232
559,1491013494
560,1628737632
561,2065862070
562,2620750626
563,3073843080
564,3147695154
565,2948094954
566,3151687158
567,3170649177
568,2805380811
569,2764462770
570,2958074964
571,3002985009
572,2870250876
573,2756478762
574,2544902550
575,2437118442
576,2099794104
577,1846301850
578,1516961520
579,1244507247
580,1041913044
581,998001000
582,1148699151
583,1369257372
584,1649695653
585,1952089956
586,2378236383
587,2888214894
588,3030929037
589,2735520741
590,3079831086
591,3164661171
592,2914162920
593,2993004999
594,3039911046
595,3097795104
596,3036917043
597,2922146928
598,2803384809
599,2555880561
600,2177638182
601,1816361820
602,1562869566
603,1170655173
604,1041913044
605,1012971015
606,1174647177
607,1425145428
608,1676641680
609,1963067967
610,2595800601
611,3068853075
612,3174641181
613,2726538732
614,2970050976
615,2900190906
616,2608774614
617,2518954524
618,2644702650
619,2667656673
620,2502986508
621,2315362320
622,2224544229
623,2105782110
624,1857279861
625,1518957522
626,1280435283
627,978040980
628,811374813
629,706584708
630,692612694
631,846304848
632,1069857072
633,1171653174
634,1438119441
635,1672649676
636,1660673664
637,1467061470
638,1518957522
639,1420155423
640,1422151425
641,1450095453
642,1490015493
643,1628737632
644,1663667667
645,1539915543
646,1527939531
647,1549895553
648,1335325338
649,1084827087
650,825346827
651,769458771
652,572852574
653,633730635
654,691614693
655,821354823
656,939118941
657,1014967017
658,1266463269
659,1458079461
660,1528937532
661,1452091455
662,1409177412
663,1475045478
664,1510973514
665,1669655673
666,1758477762
667,1821351825
668,1768457772
669,1815363819
670,1718557722
671,1667659671
672,1492011495
673,1146703149
674,1046903049
675,865266867
676,747502749
677,836324838
678,1049897052
679,1263469266
680,1475045478
681,1833327837
682,2398196403
683,3157675164
684,3309371316
685,2955080961
686,3321347328
687,3253483260
688,3035919042
689,2912166918
690,3003983010
691,3149691156
692,3082825089
693,2832326838
694,2708574714
695,2581828587
696,2310372315
697,2002988007
698,1710573714
699,1302391305
700,1109777112
701,983030985
702,1385225388
703,1641711645
704,1829335833
705,2268456273
706,2997995004
707,3453083460
708,3504979512
709,3156677163
710,3443103450
711,3394201401
712,3095799102
713,2975040981
714,3139711146
715,3323343330
716,3212565219
717,2929132935
718,2746498752
719,2652686658
720,2404184409
721,2011970016
722,1562869566
723,1244507247
724,1039917042
725,1020955023
726,1230535233
727,1446103449
728,1823347827
729,1988017992
730,2530930536
731,2915160921
732,3085819092
733,2711568717
734,3090809097
735,2985020991
736,2674642680
737,2809372815
738,2962066968
739,2957076963
740,2876238882
741,2664662670
742,2529932535
743,2441110446
744,2178636183
745,1752489756
746,1520953524
747,1202591205
748,961074963
749,990016992
750,1158679161
751,1331333334
752,1566861570
753,1896201900
754,2495002500
755,3080829087
756,3058873065
757,2658674664
758,3163663170
759,3025939032
760,2809372815
761,2702586708
762,2852286858
763,2884222890
764,2804382810
765,2525940531
766,2363266368
767,2419154424
768,2013966018
769,1707579711
770,1362271365
771,1068859071
772,958080960
773,891214893
774,1077841080
775,1298399301
776,1555883559
777,1851291855
778,2309374314
779,3297395304
780,3508971516
781,3173643180
782,3425139432
783,3496995504
784,3167655174
785,3014961021
786,3207575214
787,3191607198
788,3083823090
789,2792406798
790,2600790606
791,2592806598
792,2438116443
793,1839315843
794,1583827587
795,1185625188
796,955086957
797,922152924
798,1067861070
799,1375245378
800,1719555723
801,1922149926
802,2197598202
803,2350292355
804,2498994504
805,2295402300
806,2124744129
807,2155682160
808,2274444279
809,2313366318
810,2255482260
811,2435122440
812,2360272365
813,2237518242
814,2236520241
815,2112768117
816,1703587707
817,1477041480
818,1205585208
819,1051893054
820,875246877
821,802392804
822,875246877
823,1208579211
824,1401193404
825,1663667667
826,1849295853
827,2020952025
828,2113766118
829,2108776113
830,2008976013
831,1946101950
832,1808377812
833,1932129936
834,2103786108
835,2365262370
836,2219554224
837,2158676163
838,2233526238
839,2100792105
840,1821351825
841,1560873564
842,1294407297
843,1045905048
844,947102949
845,999997002
846,1244507247
847,1583827587
848,1767459771
849,2094804099
850,2691608697
851,3161667168
852,3210569217
853,3081827088
854,3248493255
855,3390209397
856,3028933035
857,2978034984
858,3072845079
859,3218553225
860,3062865069
861,2838314844
862,2673644679
863,2532926538
864,2215562220
865,1880233884
866,1586821590
867,1200595203
868,1071853074
869,968060970
870,1216563219
871,1625743629
872,1738517742
873,2083826088
874,2507976513
875,3475039482
876,3433123440
877,2939112945
878,3326337333
879,3253483260
880,2969052975
881,2990010996
882,3110769117
883,3227535234
884,3039911046
885,2756478762
886,2769452775
887,2502986508
888,2256480261
889,1890213894
890,1615763619
891,1250495253
892,1069857072
893,1025945028
894,1233529236
895,1536921540
896,1639715643
897,2074844079
898,2650690656
899,3348293355
900,3381227388
901,2910170916
902,3497993505
903,3661665669
904,3341307348
905,3094801101
906,3126737133
907,3170649177
908,3038913045
909,2790410796
910,2597796603
911,2487018492
912,2238516243
913,1867259871
914,1553887557
915,1188619191
916,1025945028
917,1011973014
918,1228539231
919,1471053474
920,1663667667
921,2030932035
922,2428136433
923,3213563220
924,3434121441
925,2938114944
926,3409171416
927,3293403300
928,3015959022
929,2895200901
930,3001987008
931,3199591206
932,2995999002
933,2914162920
934,2653684659
935,2608774614
936,2254484259
937,1919155923
938,1499995503
939,1208579211
940,1010975013
941,935126937
942,1172651175
943,1435125438
944,1641711645
945,1996002000
946,2393206398
947,2933124939
948,2910170916
949,2596798602
950,2698594704
951,2911168917
952,2581828587
953,2589812595
954,2385222390
955,2602786608
956,2549892555
957,2321350326
958,2231530236
959,2177638182
960,1939115943
961,1658677662
962,1316363319
963,1000995003
964,830336832
965,712572714
966,761474763
967,952092954
968,1053889056
969,1330335333
970,1475045478
971,1632729636
972,1676641680
973,1445105448
974,1517959521
975,1495005498
976,1469057472
977,1487021490
978,1522949526
979,1654685658
980,1557879561
981,1571851575
982,1542909546
983,1530933534
984,1337321340
985,1047901050
986,831334833
987,712572714
988,602792604
989,570856572
990,626744628
991,782432784
992,1013969016
993,1079837082
994,1273449276
995,1490015493
996,1514965518
997,1401193404
998,1350295353
999,1343309346
1000,1418159421
1001,1507979511
1002,1522949526
1003,1592809596
1004,1681631685
1005,1691611695
1006,1735523739
1007,1620753624
1008,1405185408
1009,1117761120
1010,1011973014
1011,800396802
1012,763470765
1013,771454773
1014,916164918
1015,1172651175
1016,1329337332
1017,1662669666
1018,2152688157
1019,2417158422
1020,2799392805
1021,2485022490
1022,2680630686
1023,2779432785
1024,2718554724
1025,2817356823
1026,2881228887
1027,2989012995
1028,2953084959
1029,2536918542
1030,2575840581
1031,2356280361
1032,2094804099
1033,1751491755
1034,1548897552
1035,1278439281
1036,1065865068
1037,1040915043
1038,1180635183
1039,1425145428
1040,1684625688
1041,1923147927
1042,2403186408
1043,2942106948
1044,3328333335
1045,3038913045
1046,3567853575
1047,3277435284
1048,3215559222
1049,2999991006
1050,3084821091
1051,3128733135
1052,3065859072
1053,2796398802
1054,2719552725
1055,2554882560
1056,2164664169
1057,1875243879
1058,1527939531
1059,1214567217
1060,1024947027
1061,1029937032
1062,1201593204
1063,1556881560
1064,1756481760
1065,2029934034
1066,2524942530
1067,3083823090
1068,3136717143
1069,2755480761
1070,3074841081
1071,3038913045
1072,2649692655
1073,2650690656
1074,2781428787
1075,2750490756
1076,2591808597
1077,2439114444
1078,2345302350
1079,2243506248
1080,1989015993
1081,1691611695
1082,1422151425
1083,1195605198
1084,1043909046
1085,918160920
1086,1034927037
1087,1270455273
1088,1298399301
1089,1264467267
1090,1292411295
1091,1512969516
1092,1723547727
1093,1701591705
1094,1625743629
1095,1596801600
1096,1662669666
1097,1789415793
1098,2076840081
1099,2393206398
1100,2356280361
1101,2218556223
1102,2052888057
1103,2081830086
1104,1904185908
1105,1641711645
1106,1344307347
1107,1091813094
1108,919158921
1109,879238881
1110,1021953024
1111,1221553224
1112,1334327337
1113,1584825588
1114,2045902050
1115,2484024489
1116,2691608697
1117,2368256373
1118,2522946528
1119,2496000501
1120,2400192405
1121,2269454274
1122,2241510246
1123,2554882560
1124,2451090456
1125,2295402300
1126,2160672165
1127,1995003999
1128,1830333834
1129,1449097452
1130,1187621190
1131,937122939
1132,719558721
1133,632732634
1134,638720640
1135,869258871
1136,962072964
1137,1249497252
1138,1395205398
1139,1656681660
1140,1617759621
1141,1431133434
1142,1414167417
1143,1485025488
1144,1504985508
1145,1424147427
1146,1551891555
1147,1611771615
1148,1740513744
1149,1599795603
1150,1561871565
1151,1506981510
1152,1434127437
1153,1162671165
1154,966064968
1155,773450775
1156,612772614
1157,626744628
1158,655686657
1159,841314843
1160,1029937032
1161,1217561220
1162,1474047477
1163,1640713644
1164,1736521740
1165,1612769616
1166,1524945528
1167,1644705648
1168,1653687657
1169,1703587707
1170,1817359821
1171,1917159921
1172,1984025988
1173,1953087957
1174,1854285858
1175,1778437782
1176,1588817592
1177,1236523239
1178,1024947027
1179,977042979
1180,837322839
1181,884228886
1182,1191613194
1183,1347301350
1184,1595803599
1185,1976041980
1186,2657676663
1187,3289411296
1188,3327335334
1189,3014961021
1190,3242505249
1191,3272445279
1192,3052885059
1193,2977036983
1194,3298393305
1195,3232525239
1196,3095799102
1197,3046897053
1198,2815360821
1199,2650690656
1200,2290412295
1201,1920153924
1202,1620753624
1203,1264467267
1204,1081833084
1205,1120755123
1206,1361273364
1207,1581831585
1208,1802389806
1209,2184624189
1210,2757476763
1211,4128730137
1212,4307372316
1213,3896195904
1214,4320346329
1215,4331324340
1216,4215556224
1217,4173640182
1218,4338310347
1219,4381224390
1220,4159668168
1221,3871245879
1222,3656675664
1223,3432125439
1224,3018953025
1225,2575840581
1226,2244504249
1227,1832329836
1228,1584825588
1229,1406183409
1230,1620753624
1231,2148696153
1232,2383226388
1233,2841308847
1234,3551885559
1235,3949089957
1236,4006974015
1237,3673641681
1238,3930127938
1239,4058870067
1240,3731525739
1241,3746495754
1242,3787413795
1243,3983021991
1244,3906175914
1245,3558871566
1246,3402185409
1247,3226537233
1248,2642706648
1249,2211570216
1250,1740513744
1251,1441113444
1252,1170655173
1253,1205585208
1254,1441113444
1255,1896201900
1256,2140712145
1257,2395202400
1258,2856278862
1259,3626735634
1260,3598791606
1261,3229531236
1262,3426137433
1263,3421147428
1264,3029931036
1265,3094801101
1266,3227535234
1267,3145699152
1268,3037915044
1269,2813364819
1270,2697596703
1271,2450092455
1272,2290412295
1273,1898197902
1274,1539915543
1275,1261473264
1276,1063869066
1277,1052891055
1278,1186623189
1279,1505983509
1280,1836321840
1281,1998996003
1282,2515960521
1283,2891208897
1284,3015959022
1285,2604782610
1286,2896198902
1287,2945100951
1288,2607776613
1289,2601788607
1290,2603784609
1291,2640710646
1292,2541908547
1293,2294404299
1294,2130732135
1295,2169654174
1296,1911171915
1297,1530933534
1298,1315365318
1299,993010995
1300,779438781
1301,781434783
1302,805386807
1303,958080960
1304,1144707147
1305,1361273364
1306,1559875563
1307,1823347827
1308,1779435783
1309,1715563719
1310,1682629686
1311,1571851575
1312,1658677662
1313,1630733634
1314,1630733634
1315,1767459771
1316,1729535733
1317,1744505748
1318,1661671665
1319,1514965518
1320,1387221390
1321,1178639181
1322,927142929
1323,794408796
1324,641714643
1325,664668666
1326,688620690
1327,835326837
1328,989018991
1329,1260475263
1330,1423149426
1331,1644705648
1332,1674645678
1333,1501991505
1334,1569855573
1335,1602789606
1336,1619755623
1337,1632729636
1338,1788417792
1339,1946101950
1340,1936121940
1341,1772449776
1342,1902189906
1343,1688617692
1344,1476043479
1345,1168659171
1346,992012994
1347,862272864
1348,818360820
1349,872252874
1350,1136723139
1351,1394207397
1352,1623747627
1353,1958077962
1354,2795400801
1355,3460069467
1356,3558871566
1357,3290409297
1358,3632723640
1359,3688611696
1360,3493003500
1361,3554879562
1362,3517953525
1363,3473043480
1364,3335319342
1365,3137715144
1366,2997995004
1367,2911168917
1368,2517956523
1369,2115762120
1370,1801391805
1371,1325345328
1372,1161673164
1373,1178639181
1374,1433129436
1375,1815363819
1376,2036920041
1377,2331330336
1378,3251487258
1379,4338310347
1380,4221544230
1381,3778431786
1382,4232522241
1383,4192602201
1384,3996994005
1385,4126734135
1386,4122742131
1387,4246494255
1388,4133720142
1389,3982023990
1390,3761465769
1391,3444101451
1392,2983024989
1393,2530930536
1394,1992009996
1395,1707579711
1396,1369257372
1397,1380235383
1398,1627739631
1399,2010972015
1400,2178636183
1401,2741508747
1402,3141707148
1403,3742503750
1404,4196594205
1405,3351287358
1406,3743501751
1407,3752483760
1408,3519949527
1409,3447095454
1410,3499989507
1411,3643701651
1412,3499989507
1413,3262465269
1414,3166657173
1415,2935120941
1416,2625740631
1417,2203586208
1418,1831331835
1419,1414167417
1420,1224547227
1421,1235525238
1422,1509975513
1423,1882229886
1424,2019954024
1425,2426140431
1426,2857276863
1427,3603781611
1428,3929129937
1429,3560867568
1430,3979029987
1431,3858271866
1432,3474041481
1433,3602783610
1434,3557873565
1435,3578831586
1436,3473043480
1437,3133723140
1438,3019951026
1439,2818354824
1440,2536918542
1441,2024944029
1442,1671651675
1443,1338319341
1444,1084827087
1445,1147701150
1446,1350295353
1447,1662669666
1448,1922149926
1449,2226540231
1450,2797396803
1451,3130729137
1452,3237515244
1453,2997995004
1454,3207575214
1455,3062865069
1456,2624742630
1457,2592806598
1458,2615760621
1459,2735520741
1460,2634722640
1461,2426140431
1462,2390212395
1463,2255482260
1464,1877239881
1465,1587819591
1466,1292411295
1467,1049897052
1468,917162919
1469,824348826
1470,868260870
1471,1073849076
1472,1248499251
1473,1563867567
1474,1753487757
1475,1986021990
1476,1878237882
1477,1879235883
1478,1918157922
1479,1846301850
1480,1835323839
1481,1858277862
1482,1892209896
1483,2025942030
1484,1939115943
1485,1843307847
1486,1870253874
1487,1774445778
1488,1491013494
1489,1263469266
1490,1048899051
1491,957082959
1492,829338831
1493,787422789
1494,855286857
1495,1026943029
1496,1231533234
1497,1297401300
1498,1500993504
1499,1600793604
1500,1774445778
1501,1735523739
1502,1724545728
1503,1703587707
1504,1718557722
1505,1831331835
1506,1953087957
1507,1983027987
1508,1892209896
1509,1925143929
1510,1974045978
1511,1779435783
1512,1585823589
1513,1331333334
1514,1122751125
1515,961074963
1516,833330835
1517,888220890
1518,1056883059
1519,1220555223
1520,1460075463
1521,1665663669
1522,1888217892
1523,3254481261
1524,3725537733
1525,3637713645
1526,3738511746
1527,3564859572
1528,3828331836
1529,4086814095
1530,4341304350
1531,4417152426
1532,4070846079
1533,3890207898
1534,3626735634
1535,3185619192
1536,2802386808
1537,2336320341
1538,2078836083
1539,1707579711
1540,1477041480
1541,1508977512
1542,1841311845
1543,2252488257
1544,2605780611
1545,3055879062
1546,3751485759
1547,4261464270
1548,4281424290
1549,3938111946
1550,4223540232
1551,4036914045
1552,3970047978
1553,4031924040
1554,4076834085
1555,4220546229
1556,4069848078
1557,3599789607
1558,3503981511
1559,3345299352
1560,2889212895
1561,2530930536
1562,2018956023
1563,1637719641
1564,1449097452
1565,1461073464
1566,1707579711
1567,2126740131
1568,2458076463
1569,3000989007
1570,3437115444
1571,4046894055
1572,3922143930
1573,3541905549
1574,3839309847
1575,3839309847
1576,3700587708
1577,3585817593
1578,3803381811
1579,4014958023
1580,3769449777
1581,3648691656
1582,3501985509
1583,3194601201
1584,2750490756
1585,2271450276
1586,1893207897
1587,1543907547
1588,1364267367
1589,1241513244
1590,1724545728
1591,2040912045
1592,2298396303
1593,2682626688
1594,3259471266
1595,3882223890
1596,3947093955
1597,3615757623
1598,3631725639
1599,3756475764
1600,3538911546
1601,3488013495
1602,3609769617
1603,3777433785
1604,3716555724
1605,3402185409
1606,3172645179
1607,3053883060
1608,2681628687
1609,2158676163
1610,1905183909
1611,1374247377
1612,1250495253
1613,1256483259
1614,1518957522
1615,1932129936
1616,2067858072
1617,2512966518
1618,2952086958
1619,3314361321
1620,3364261371
1621,2967056973
1622,3359271366
1623,3326337333
1624,2865260871
1625,2891208897
1626,3043903050
1627,3086817093
1628,3002985009
1629,2715560721
1630,2627736633
1631,2416160421
1632,2283426288
1633,1771451775
1634,1534925538
1635,1249497252
1636,1064867067
1637,1045905048
1638,1086823089
1639,1322351325
1640,1460075463
1641,1714565718
1642,1970053974
1643,2153686158
1644,2043906048
1645,1961071965
1646,1990013994
1647,1837319841
1648,1863267867
1649,1909175913
1650,2009974014
1651,2143706148
1652,2123746128
1653,1985023989
1654,2071850076
1655,1964065968
1656,1766461770
1657,1432131435
1658,1228539231
1659,985026987
1660,913170915
1661,822352824
1662,941114943
1663,1088819091
1664,1271453274
1665,1518957522
1666,1799395803
1667,1949095953
1668,2102788107
1669,1963067967
1670,1797399801
1671,1768457772
1672,1944105948
1673,2025942030
1674,2134724139
1675,2263466268
1676,2359274364
1677,2285422290
1678,2267458272
1679,2146700151
