Hour Index,Sessions
1680,1875243879
1681,1588817592
1682,1374247377
1683,1114767117
1684,997002999
1685,1066863069
1686,1269457272
1687,1652689656
1688,1884225888
1689,2278436283
1690,2904182910
1691,3535917543
1692,4063860072
1693,3697593705
1694,4130726139
1695,4090806099
1696,3661665669
1697,3750487758
1698,3752483760
1699,3874239882
1700,3736515744
1701,3504979512
1702,3305379312
1703,2974042980
1704,2652686658
1705,2257478262
1706,1928137932
1707,1489017492
1708,1235525238
1709,1259477262
1710,1463069466
1711,1929135933
1712,2145702150
1713,2536918542
1714,3230529237
1715,3637713645
1716,3770447778
1717,3423143430
1718,3657673665
1719,3530927538
1720,3264461271
1721,3243503250
1722,3368253375
1723,3526935534
1724,3651685659
1725,3241507248
1726,3219551226
1727,2959072965
1728,2663664669
1729,2292408297
1730,1919155923
1731,1496003499
1732,1214567217
1733,1253489256
1734,1472051475
1735,1816361820
1736,2081830086
1737,2357278362
1738,3038913045
1739,3566855574
1740,3483023490
1741,3183623190
1742,3499989507
1743,3444101451
1744,3321347328
1745,3322345329
1746,3433123440
1747,3604779612
1748,3416157423
1749,3227535234
1750,3178633185
1751,3029931036
1752,2597796603
1753,2150692155
1754,1800393804
1755,1392211395
1756,1192611195
1757,1242511245
1758,1409177412
1759,1754485758
1760,2032928037
1761,2453086458
1762,2888214894
1763,3488013495
1764,3571845579
1765,3178633185
1766,3540907548
1767,3494999502
1768,3164661171
1769,3054881061
1770,3105779112
1771,3437115444
1772,3335319342
1773,2979032985
1774,2906178912
1775,2704582710
1776,2471050476
1777,2034924039
1778,1746501750
1779,1383229386
1780,1210575213
1781,1091813094
1782,1267461270
1783,1567859571
1784,1811371815
1785,2212568217
1786,2581828587
1787,2897196903
1788,3074841081
1789,2664662670
1790,3025939032
1791,2972046978
1792,2900190906
1793,2743504749
1794,2996997003
1795,2993004999
1796,2813364819
1797,2645700651
1798,2585820591
1799,2417158422
1800,2090812095
1801,1742509746
1802,1465065468
1803,1143709146
1804,964068966
1805,849298851
1806,894208896
1807,1033929036
1808,1354287357
1809,1610773614
1810,1655683659
1811,2060872065
1812,2009974014
1813,1860273864
1814,1746501750
1815,1964065968
1816,1803387807
1817,1829335833
1818,1945103949
1819,2070852075
1820,1989015993
1821,1975043979
1822,1957079961
1823,1909175913
1824,1647699651
1825,1370255373
1826,1175645178
1827,1005985008
1828,875246877
1829,749498751
1830,840316842
1831,1063869066
1832,1205585208
1833,1435125438
1834,1701591705
1835,1967059971
1836,1961071965
1837,1824345828
1838,1884225888
1839,1857279861
1840,1984025988
1841,2040912045
1842,2163666168
1843,2451090456
1844,2384224389
1845,2315362320
1846,2400192405
1847,2263466268
1848,1975043979
1849,1525943529
1850,1369257372
1851,1211573214
1852,1073849076
1853,1166663169
1854,1458079461
1855,1672649676
1856,2055882060
1857,2419154424
1858,2981028987
1859,3543901551
1860,3560867568
1861,3266457273
1862,3679629687
1863,3707573715
1864,3461067468
1865,3429131436
1866,3562863570
1867,3718551726
1868,3558871566
1869,3218553225
1870,3062865069
1871,2905180911
1872,2607776613
1873,2235522240
1874,1865263869
1875,1425145428
1876,1269457272
1877,1306383309
1878,1520953524
1879,1867259871
1880,1969055973
1881,2484024489
1882,3109771116
1883,3659669667
1884,3936115944
1885,3517953525
1886,3719549727
1887,3709569717
1888,3426137433
1889,3477035484
1890,3503981511
1891,3797393805
1892,3541905549
1893,3313363320
1894,3168653175
1895,2876238882
1896,2518954524
1897,2101790106
1898,1917159921
1899,1408179411
1900,1237521240
1901,1280435283
1902,1620753624
1903,1814365818
1904,2039914044
1905,2492008497
1906,2924142930
1907,3501985509
1908,3667653675
1909,3237515244
1910,3656675664
1911,3512963520
1912,3308373315
1913,3184621191
1914,3354281361
1915,3471047478
1916,3317355324
1917,3162665169
1918,3154681161
1919,3041907048
1920,2592806598
1921,2088816093
1922,1814365818
1923,1462071465
1924,1229537232
1925,1232531235
1926,1422151425
1927,1756481760
1928,1980033984
1929,2363266368
1930,2869252875
1931,3386217393
1932,4279428288
1933,3853281861
1934,4296394305
1935,4277432286
1936,3938111946
1937,3900187908
1938,4102782111
1939,4055876064
1940,4025936034
1941,3754479762
1942,3628731636
1943,3363263370
1944,2979032985
1945,2383226388
1946,1994005998
1947,1562869566
1948,1299397302
1949,1381233384
1950,1595803599
1951,2093806098
1952,2394204399
1953,2741508747
1954,3149691156
1955,3686615694
1956,3583821591
1957,3172645179
1958,3394201401
1959,3425139432
1960,3260469267
1961,3071847078
1962,3149691156
1963,3268453275
1964,3078833085
1965,2860270866
1966,2806378812
1967,2679632685
1968,2358276363
1969,1918157922
1970,1565863569
1971,1203589206
1972,973050975
1973,960076962
1974,1021953024
1975,1258479261
1976,1504985508
1977,1672649676
1978,1945103949
1979,2283426288
1980,2038916043
1981,1873247877
1982,1861271865
1983,1911171915
1984,1698597702
1985,1775443779
1986,1873247877
1987,2193606198
1988,2040912045
1989,1975043979
1990,1998996003
1991,1837319841
1992,1687619691
1993,1366263369
1994,1125745128
1995,904188906
1996,878240880
1997,794408796
1998,889218891
1999,1039917042
2000,1277441280
2001,1384227387
2002,1667659671
2003,1884225888
2004,2027938032
2005,1838317842
2006,1877239881
2007,1879235883
2008,1801391805
2009,1996002000
2010,2054884059
2011,2330332335
2012,2280432285
2013,2228536233
2014,2207578212
2015,2145702150
2016,1996002000
2017,1580833584
2018,1359277362
2019,1170655173
2020,1093809096
2021,1147701150
2022,1404187407
2023,1787419791
2024,1979035983
2025,2351290356
2026,3040909047
2027,3521945529
2028,3728531736
2029,3309371316
2030,3672643680
2031,3749489757
2032,3527933535
2033,3317355324
2034,3568851576
2035,3579829587
2036,3486017493
2037,3389211396
2038,3139711146
2039,3034921041
2040,2659672665
2041,2235522240
2042,1952089956
2043,1514965518
2044,1322351325
2045,1334327337
2046,1600793604
2047,1889215893
2048,2150692155
2049,2538914544
2050,3014961021
2051,3526935534
2052,3648691656
2053,3249491256
2054,3648691656
2055,3581825589
2056,3246497253
2057,3253483260
2058,3466057473
2059,3701585709
2060,3634719642
2061,3410169417
2062,3377235384
2063,3200589207
2064,2743504749
2065,2305382310
2066,1890213894
2067,1442111445
2068,1218559221
2069,1463069466
2070,1610773614
2071,2104784109
2072,2349294354
2073,2676638682
2074,3043903050
2075,3596795604
2076,3763461771
2077,3496995504
2078,4021944030
2079,3874239882
2080,3703581711
2081,3635717643
2082,3364261371
2083,3833321841
2084,4117752126
2085,3950087958
2086,3822343830
2087,3523941531
2088,2936118942
2089,2462068467
2090,2086820091
2091,1683627687
2092,1447101450
2093,1468059471
2094,1840313844
2095,2297398302
2096,2554882560
2097,2922146928
2098,3401187408
2099,3711565719
2100,3853281861
2101,3603781611
2102,3855277863
2103,3936115944
2104,3831325839
2105,3569849577
2106,3816355824
2107,3932123940
2108,3854279862
2109,3830327838
2110,3428133435
2111,3160669167
2112,2782426788
2113,2312368317
2114,1808377812
2115,1524945528
2116,1380235383
2117,1307381310
2118,1567859571
2119,1949095953
2120,2084824089
2121,2519952525
2122,3066857073
2123,3363263370
2124,3410169417
2125,3083823090
2126,3429131436
2127,3383223390
2128,3121747128
2129,2971048977
2130,3059871066
2131,3161667168
2132,2981028987
2133,2764462770
2134,2572846578
2135,2484024489
2136,2197598202
2137,1906181910
2138,1482031485
2139,1159677162
2140,986024988
2141,945106947
2142,981034983
2143,1186623189
2144,1387221390
2145,1499995503
2146,1788417792
2147,1929135933
2148,1934125938
2149,1790413794
2150,1680633684
2151,1840313844
2152,1705583709
2153,1732529736
2154,1864265868
2155,2097798102
2156,2021950026
2157,1956081960
2158,1948097952
2159,1933127937
2160,1652689656
2161,1409177412
2162,1256483259
2163,1053889056
2164,867262869
2165,907182909
2166,1041913044
2167,1081833084
2168,1362271365
2169,1451093454
2170,1631731635
2171,1866261870
2172,1896201900
2173,1806381810
2174,1746501750
2175,1853287857
2176,1801391805
2177,1805383809
2178,1959075963
2179,2176640181
2180,2290412295
2181,2276440281
2182,2235522240
2183,2169654174
2184,1963067967
2185,1646701650
2186,1336323339
2187,1246503249
2188,1170655173
2189,1171653174
2190,1433129436
2191,1679635683
2192,1925143929
2193,2366260371
2194,2759472765
2195,3450089457
2196,3807373815
2197,3525937533
2198,3855277863
2199,4294398303
2200,3617753625
2201,3499989507
2202,3628731636
2203,3914159922
2204,3661665669
2205,3678631686
2206,3636715644
2207,3319351326
2208,2925140931
2209,2539912545
2210,2094804099
2211,1678637682
2212,1417161420
2213,1488019491
2214,1734525738
2215,2029934034
2216,2191610196
2217,2652686658
2218,3088813095
2219,3440109447
2220,3569849577
2221,3174641181
2222,3491007498
2223,3501985509
2224,3241507248
2225,3344301351
2226,3470049477
2227,3584819592
2228,3423143430
2229,3202585209
2230,2967056973
2231,2860270866
2232,2688614694
2233,2270452275
2234,1931131935
2235,1690613694
2236,1348299351
2237,1426143429
2238,1565863569
2239,1689615693
2240,1916161920
2241,2128736133
2242,2258476263
2243,2495002500
2244,2593804599
2245,2586818592
2246,2642706648
2247,2586818592
2248,2650690656
2249,2849292855
2250,3124741131
2251,3516955524
2252,3344301351
2253,3254481261
2254,3090809097
2255,3032925039
2256,2748494754
2257,2273446278
2258,1836321840
2259,1561871565
2260,1461073464
2261,1404187407
2262,1511971515
2263,1840313844
2264,2057878062
2265,2409174414
2266,2971048977
2267,3386217393
2268,3447095454
2269,2992006998
2270,3269451276
2271,3379231386
2272,3063863070
2273,2981028987
2274,3258473265
2275,3343303350
2276,2819352825
2277,3094801101
2278,2849292855
2279,2780430786
2280,2529932535
2281,2151690156
2282,1862269866
2283,1487021490
2284,1237521240
2285,1305385308
2286,1504985508
2287,1688617692
2288,1950093954
2289,2217558222
2290,2727536733
2291,2837316843
2292,3007975014
2293,2763464769
2294,3015959022
2295,2793404799
2296,2663664669
2297,2620750626
2298,2810370816
2299,2837316843
2300,2760470766
2301,2543904549
2302,2498994504
2303,2356280361
2304,2067858072
2305,1758477762
2306,1546901550
2307,1178639181
2308,985026987
2309,916164918
2310,947102949
2311,1218559221
2312,1401193404
2313,1606781610
2314,1722549726
2315,1855283859
2316,1878237882
2317,1750493754
2318,1733527737
2319,1773447777
2320,1651691655
2321,1613767617
2322,1771451775
2323,1898197902
2324,1913167917
2325,1759475763
2326,1799395803
2327,1785423789
2328,1655683659
2329,1299397302
2330,1071853074
2331,1030935033
2332,830336832
2333,784428786
2334,888220890
2335,1027941030
2336,1255485258
2337,1377241380
2338,1414167417
2339,1642709646
2340,1669655673
2341,1667659671
2342,1616761620
2343,1597799601
2344,1678637682
2345,1697599701
2346,1885223889
2347,2032928037
2348,2042908047
2349,1937119941
2350,2033926038
2351,1992009996
2352,1801391805
2353,1544905548
2354,1408179411
2355,1202591205
2356,1061873064
2357,1121753124
2358,1351293354
2359,1552889556
2360,1743507747
2361,2061870066
2362,2323346328
2363,2672646678
2364,2772446778
2365,2701588707
2366,2847296853
2367,2908174914
2368,2669652675
2369,2720550726
2370,3066857073
2371,3122745129
2372,3116757123
2373,2892206898
2374,2756478762
2375,2672646678
2376,2474044479
2377,2253486258
2378,1927139931
2379,1616761620
2380,1415165418
2381,1359277362
2382,1504985508
2383,1678637682
2384,1865263869
2385,1922149926
2386,2014964019
2387,2306380311
2388,2545900551
2389,2490012495
2390,2538914544
2391,2552886558
2392,2420152425
2393,2607776613
2394,2886218892
2395,3266457273
2396,3213563220
2397,3140709147
2398,2908174914
2399,2876238882
2400,2581828587
2401,2336320341
2402,2094804099
2403,1790413794
2404,1500993504
2405,1529935533
2406,1692609696
2407,2083826088
2408,2270452275
2409,2588814594
2410,3135719142
2411,3666655674
2412,3704579712
2413,3474041481
2414,3767453775
2415,3612763620
2416,3387215394
2417,3303383310
2418,3592803600
2419,3721545729
2420,3741505749
2421,3483023490
2422,3311367318
2423,3102785109
2424,2809372815
2425,2448096453
2426,2059874064
2427,1713567717
2428,1585823589
2429,1635723639
2430,1827339831
2431,2165662170
2432,2446100451
2433,2607776613
2434,3032925039
2435,3743501751
2436,3634719642
2437,3244501251
2438,3538911546
2439,3492005499
2440,3169651176
2441,3211567218
2442,3312365319
2443,3534919542
2444,3370249377
2445,3125739132
2446,2917156923
2447,2847296853
2448,2548894554
2449,2251490256
2450,1886221890
2451,1510973514
2452,1276443279
2453,1287421290
2454,1457081460
2455,1716561720
2456,1961071965
2457,2345302350
2458,2778434784
2459,3247495254
2460,3232525239
2461,2763464769
2462,3128733135
2463,3105779112
2464,2816358822
2465,2789412795
2466,2929132935
2467,3028933035
2468,2772446778
2469,2647696653
2470,2550890556
2471,2396200401
2472,2240512245
2473,1927139931
2474,1574845578
2475,1240515243
2476,1100795103
2477,997002999
2478,1042911045
2479,1244507247
2480,1410175413
2481,1629735633
2482,1710573714
2483,1942109946
2484,2085822090
2485,1852289856
2486,1870253874
2487,1875243879
2488,1846301850
2489,1780433784
2490,1839315843
2491,1997998002
2492,1982029986
2493,1908177912
2494,1922149926
2495,1859275863
2496,1671651675
2497,1428139431
2498,1213569216
2499,1120755123
2500,928140930
2501,904188906
2502,1023949026
2503,1059877062
2504,1217561220
2505,1432131435
2506,1741511745
2507,1801391805
2508,1863267867
2509,1738517742
2510,1768457772
2511,1897199901
2512,1919155923
2513,1889215893
2514,2023946028
2515,2341310346
2516,2335322340
2517,2237518242
2518,2329334334
2519,2133726138
2520,1951091955
2521,1726541730
2522,1487021490
2523,1265465268
2524,1274447277
2525,1274447277
2526,1525943529
2527,1857279861
2528,1996002000
2529,2359274364
2530,2823344829
2531,3632723640
2532,3837313845
2533,3302385309
2534,3654679662
2535,3593801601
2536,3314361321
2537,3159671166
2538,3479031486
2539,3462065469
2540,3357275364
2541,3054881061
2542,2940110946
2543,2911168917
2544,2709572715
2545,2171650176
2546,1854285858
2547,1559875563
2548,1376243379
2549,1461073464
2550,1665663669
2551,1861271865
2552,2187618192
2553,2555880561
2554,3049891056
2555,4330326339
2556,4643698653
2557,4264458273
2558,4713558723
2559,4618748628
2560,4439108448
2561,4151684160
2562,3849289857
2563,4615754625
2564,4572840582
2565,4438110447
2566,4288410297
2567,4103780112
2568,3659669667
2569,3175639182
2570,2731528737
2571,2151690156
2572,2073846078
2573,1971051975
2574,2378236383
2575,2838314844
2576,3177635184
2577,3524939532
2578,4046894055
2579,4393200402
2580,4325336334
2581,3944099952
2582,4423140432
2583,4302382311
2584,4126734135
2585,4060866069
2586,4353280362
2587,4345296354
2588,4228530237
2589,4051884060
2590,4010966019
2591,3758471766
2592,3240509247
2593,2877236883
2594,2566858572
2595,2155682160
2596,1770453774
2597,1790413794
2598,2267458272
2599,2521948527
2600,2727536733
2601,3265459272
2602,3526935534
2603,4073840082
2604,4085816094
2605,3873241881
2606,4229528238
2607,4102782111
2608,3935117943
2609,3835317843
2610,4200586209
2611,4329328338
2612,4093800102
2613,3712563720
2614,3649689657
2615,3494001501
2616,3131727138
2617,2661668667
2618,2224544229
2619,1847299851
2620,1621751625
2621,1646701650
2622,1886221890
2623,2304384309
2624,2465062470
2625,2700590706
2626,3322345329
2627,3554879562
2628,3630727638
2629,3294401301
2630,3596795604
2631,3528931536
2632,3230529237
2633,3258473265
2634,3265459272
2635,3467055474
2636,3157675164
2637,2979032985
2638,2917156923
2639,2712566718
2640,2460072465
2641,1984025988
2642,1753487757
2643,1473049476
2644,1196603199
2645,1131733134
2646,1202591205
2647,1420155423
2648,1617759621
2649,1973047977
2650,2138716143
2651,2165662170
2652,2246500251
2653,1990013994
2654,2003986008
2655,2095802100
2656,1984025988
2657,1945103949
2658,2131730136
2659,2245502250
2660,2244504249
2661,2270452275
2662,2223546228
2663,2116760121
2664,1943107947
2665,1549895553
2666,1477041480
2667,1214567217
2668,1095805098
2669,1034927037
2670,1144707147
2671,1331333334
2672,1490015493
2673,1639715643
2674,1911171915
2675,2087818092
2676,1979035983
2677,1891211895
2678,1922149926
2679,2184624189
2680,2104784109
2681,2186620191
2682,2460072465
2683,2556878562
2684,2564862570
2685,2557876563
2686,2481030486
2687,2431130436
2688,2222548227
2689,1947099951
2690,1624745628
2691,1529935533
2692,1324347327
2693,1381233384
2694,1646701650
2695,1968057972
2696,2113766118
2697,2481030486
2698,3086817093
2699,3527933535
2700,3653681661
2701,3330329337
2702,3585817593
2703,3555877563
2704,3351287358
2705,3377235384
2706,3547893555
2707,3791405799
2708,3679629687
2709,3425139432
2710,3290409297
2711,3238513245
2712,2952086958
2713,2513964519
2714,2171650176
2715,1788417792
2716,1567859571
2717,1475045478
2718,1784425788
2719,2033926038
2720,2295402300
2721,2731528737
2722,3089811096
2723,3468053475
2724,3816355824
2725,3545897553
2726,3738511746
2727,3785417793
2728,3523941531
2729,3520947528
2730,3566855574
2731,3852283860
2732,3652683660
2733,3437115444
2734,3314361321
2735,3091807098
2736,2828334834
2737,2355282360
2738,2034924039
2739,1691611695
2740,1514965518
2741,1509975513
2742,1683627687
2743,1999994004
2744,2254484259
2745,2610770616
2746,2935120941
2747,3515957523
2748,3705577713
2749,3132725139
2750,3478033485
2751,3461067468
2752,3195599202
2753,3155679162
2754,3406177413
2755,3636715644
2756,3528931536
2757,3303383310
2758,3276437283
2759,2978034984
2760,2758474764
2761,2377238382
2762,2077838082
2763,1731531735
2764,1491013494
2765,1453089456
2766,1622749626
2767,1865263869
2768,2146700151
2769,2469054474
2770,2700590706
2771,3170649177
2772,3439111446
2773,3054881061
2774,3310369317
2775,3237515244
2776,3022945029
2777,2998993005
2778,3214561221
2779,3321347328
2780,3169651176
2781,2990010996
2782,2759472765
2783,2834322840
2784,2542906548
2785,2200592205
2786,1901191905
2787,1605783609
2788,1354287357
2789,1300395303
2790,1490015493
2791,1809375813
2792,1906181910
2793,2034924039
2794,2300392305
2795,2585820591
2796,2836318842
2797,2524942530
2798,2774442780
2799,2663664669
2800,2417158422
2801,2335322340
2802,2550890556
2803,2651688657
2804,2563864569
2805,2317358322
2806,2212568217
2807,2296400301
2808,2026940031
2809,1797399801
2810,1515963519
2811,1165665168
2812,975046977
2813,972052974
2814,984028986
2815,1115765118
2816,1176643179
2817,1253489256
2818,1343309346
2819,1533927537
2820,1482031485
2821,1505983509
2822,1377241380
2823,1444107447
2824,1461073464
2825,1425145428
2826,1552889556
2827,1761471765
2828,1735523739
2829,1738517742
2830,1689615693
2831,1673647677
2832,1489017492
2833,1295405298
2834,1180635183
2835,1016963019
2836,937122939
2837,907182909
2838,857282859
2839,944108946
2840,1003989006
2841,1062871065
2842,1047901050
2843,1264467267
2844,1394207397
2845,1269457272
2846,1303389306
2847,1288419291
2848,1424147427
2849,1487021490
2850,1572849576
2851,1527939531
2852,1641711645
2853,1600793604
2854,1646701650
2855,1636721640
2856,1556881560
2857,1544905548
2858,1376243379
2859,1196603199
2860,1039917042
2861,1079837082
2862,1289417292
2863,1458079461
2864,1663667667
2865,1745503749
2866,1811371815
2867,2426140431
2868,2509972515
2869,2416160421
2870,2603784609
2871,2710570716
2872,2506978512
2873,2672646678
2874,2843304849
2875,3271447278
2876,3312365319
2877,3164661171
2878,2864262870
2879,2697596703
2880,2512966518
2881,2231530236
2882,2023946028
2883,1732529736
2884,1519955523
2885,1404187407
2886,1511971515
2887,1799395803
2888,1876241880
2889,1986021990
2890,2212568217
2891,2574842580
2892,2685620691
2893,2733524739
2894,2932126938
2895,2928134934
2896,2834322840
2897,2828334834
2898,3060869067
2899,3495997503
2900,3378233385
2901,3117755124
2902,3078833085
2903,2808374814
2904,2593804599
2905,2277438282
2906,1921151925
2907,1678637682
2908,1430135433
2909,1374247377
2910,1586821590
2911,1692609696
2912,1964065968
2913,2192608197
2914,2555880561
2915,3101787108
2916,3007975014
2917,2819352825
2918,3220549227
2919,3328333335
2920,3179631186
2921,3007975014
2922,3163663170
2923,3388213395
2924,3502983510
2925,3255479262
2926,3124741131
2927,2853284859
2928,2687616693
2929,2293406298
2930,1920153924
2931,1676641680
2932,1442111445
2933,1417161420
2934,1547899551
2935,1726541730
2936,1913167917
2937,2203586208
2938,2605780611
2939,2952086958
2940,2969052975
2941,2663664669
2942,3092805099
2943,3207575214
2944,2852286858
2945,2855280861
2946,2910170916
2947,3286417293
2948,3149691156
2949,2934122940
2950,2864262870
2951,2610770616
2952,2422148427
2953,2033926038
2954,1717559721
2955,1494007497
2956,1315365318
2957,1253489256
2958,1377241380
2959,1506981510
2960,1639715643
2961,1798397802
2962,2240512245
2963,2350292355
2964,2543904549
2965,2353286358
2966,2516958522
2967,2668654674
2968,2537916543
2969,2538914544
2970,2562866568
2971,2816358822
2972,2632726638
2973,2658674664
2974,2518954524
2975,2444104449
2976,2248496253
2977,1905183909
2978,1613767617
2979,1309377312
2980,1127741130
2981,1001993004
2982,1090815093
2983,1202591205
2984,1271453274
2985,1505983509
2986,1712569716
2987,1811371815
2988,1910173914
2989,1741511745
2990,1588817592
2991,1770453774
2992,1733527737
2993,1751491755
2994,1896201900
2995,1922149926
2996,1970053974
2997,1870253874
2998,1923147927
2999,1856281860
3000,1731531735
3001,1455085458
3002,1293409296
3003,1164667167
3004,998001000
3005,978040980
3006,963070965
3007,1075845078
3008,1356283359
3009,1424147427
3010,1503987507
3011,1862269866
3012,1818357822
3013,1636721640
3014,1722549726
3015,1828337832
3016,1828337832
3017,1973047977
3018,2036920041
3019,2221550226
3020,2240512245
3021,2141710146
3022,2282428287
3023,2332328337
3024,2041910046
3025,1761471765
3026,1629735633
3027,1512969516
3028,1324347327
3029,1316363319
3030,1461073464
3031,1806381810
3032,2082828087
3033,2369254374
3034,3818351826
3035,4901182911
3036,4895194905
3037,4581822591
3038,4933118943
3039,5376231387
3040,5480023491
3041,5866249878
3042,6048884061
3043,6061858074
3044,5748485760
3045,5748485760
3046,5744493756
3047,5162659173
3048,4641702651
3049,4064858073
3050,3503981511
3051,3167655174
3052,2722546728
3053,2554882560
3054,3054881061
3055,3599789607
3056,4036914045
3057,4436114445
3058,5016951027
3059,5314355325
3060,5241501252
3061,4761462771
3062,4978028988
3063,4902180912
3064,4893198903
3065,4796392806
3066,5035913046
3067,5272439283
3068,5056871067
3069,4985014995
3070,4813358823
3071,4383220392
3072,4133720142
3073,3516955524
3074,3275439282
3075,2844302850
3076,2468056473
3077,2271450276
3078,2457078462
3079,2966058972
3080,3339311346
3081,3496995504
3082,3992004000
3083,4250486259
3084,4159668168
3085,3773441781
3086,4228530237
3087,4311364320
3088,3828331836
3089,3640707648
3090,3872243880
3091,4196594205
3092,3993002001
3093,4159668168
3094,3907173915
3095,3589809597
3096,3254481261
3097,2748494754
3098,2443106448
3099,2216560221
3100,1834325838
3101,1814365818
3102,2051890056
3103,2153686158
3104,2488016493
3105,2852286858
3106,3280429287
3107,3852283860
3108,3756475764
3109,3480029487
3110,3805377813
3111,3726535734
3112,3564859572
3113,3341307348
3114,3477035484
3115,3641705649
3116,3641705649
3117,3530927538
3118,3560867568
3119,3245499252
3120,3007975014
3121,2643704649
3122,2376240381
3123,2006980011
3124,1843307847
3125,1778437782
3126,1815363819
3127,2085822090
3128,2359274364
3129,2673644679
3130,3186617193
3131,3415159422
3132,3430129437
3133,3084821091
3134,3490009497
3135,3409171416
3136,3126737133
3137,2959072965
3138,2866258872
3139,3102785109
3140,3370249377
3141,3353283360
3142,3160669167
3143,2819352825
3144,2589812595
3145,2234524239
3146,1911171915
3147,1760473764
3148,1447101450
3149,1264467267
3150,1277441280
3151,1342311345
3152,1570853574
3153,1736521740
3154,1929135933
3155,1943107947
3156,2068856073
3157,1909175913
3158,1914165918
3159,1941111945
3160,1896201900
3161,1890213894
3162,2017958022
3163,2260472265
3164,2189614194
3165,2293406298
3166,2274444279
3167,2094804099
3168,1902189906
3169,1680633684
3170,1502989506
3171,1256483259
3172,1202591205
3173,1069857072
3174,1070855073
3175,1136723139
3176,1377241380
3177,1526941530
3178,1825343829
3179,1901191905
3180,1997000001
3181,1989015993
3182,1894205898
3183,2039914044
3184,2011970016
3185,2021950026
3186,2301390306
3187,2235522240
3188,2346300351
3189,2489014494
3190,2412168417
3191,2385222390
3192,2146700151
3193,1920153924
3194,1690613694
3195,1557879561
3196,1340315343
3197,1436123439
3198,1603787607
3199,1895203899
3200,2016960021
3201,2502986508
3202,3208573215
3203,3371247378
3204,3420149427
3205,3125739132
3206,3598791606
3207,3558871566
3208,3375239382
3209,3381227388
3210,3290409297
3211,3392205399
3212,3356277363
3213,3353283360
3214,3281427288
3215,2920150926
3216,2635720641
3217,2421150426
3218,2162668167
3219,1923147927
3220,1752489756
3221,1568857572
3222,1704585708
3223,1923147927
3224,2111770116
3225,2434124439
3226,2879232885
3227,3270449277
3228,3397195404
3229,3132725139
3230,3528931536
3231,3683621691
3232,3282425289
3233,3236517243
3234,3309371316
3235,3460069467
3236,3624739632
3237,3716555724
3238,3395199402
3239,3063863070
3240,2904182910
3241,2534922540
3242,2307378312
3243,2098796103
3244,1697599701
3245,1661671665
3246,1742509746
3247,1972049976
3248,2236520241
3249,2672646678
3250,3142705149
3251,3492005499
3252,3625737633
3253,3222545229
3254,3669649677
3255,3699589707
3256,3413163420
3257,3244501251
3258,3411167418
3259,3484021491
3260,3602783610
3261,3495997503
3262,3225539232
3263,2999991006
3264,2893204899
3265,2533924539
3266,2239514244
3267,2062868067
3268,1723547727
3269,1652689656
3270,1782429786
3271,1888217892
3272,2069854074
3273,2585820591
3274,3087815094
3275,3387215394
3276,3443103450
3277,3229531236
3278,3543901551
3279,3552883560
3280,3204581211
3281,3060869067
3282,3244501251
3283,3333323340
3284,3315359322
